ID,region,DICE,JACC,ACCU,PREC,SENS,SPEC,HAUS,SIZE,model
Duke-02060-100,ET,0.8797271007115636,0.7852792844228756,0.9993750200802323,0.9405630271255984,0.8262828535669587,0.9998551601521832,4.358898943540674,17548.0,BraTS25_1
Duke-02060-100,NETC,0.9089983022071307,0.8331777155306567,0.9999257723826733,0.885544161429044,0.9337286362050924,0.9999520653794974,2.449489742783178,3023.0,BraTS25_1
Duke-02060-100,RC,0.950216096250438,0.9051539967954424,0.999704889827382,0.9403958198464811,0.960243637565513,0.9998209685669971,8.602325267042627,21626.0,BraTS25_1
Duke-02060-100,SNFH,0.9737624698460358,0.9488665549972083,0.9993658801124271,0.9815067227279027,0.9661394671912131,0.9997755528710377,7.54983443527075,86572.0,BraTS25_1
Duke-02060-101,ET,0.7730220492866408,0.6300211416490487,0.9998545914212816,0.8164383561643835,0.7339901477832512,0.999944310500269,2.23606797749979,2190.0,BraTS25_1
Duke-02060-101,NETC,1.0,1.0,1.0,,,1.0,0.0,,BraTS25_1
Duke-02060-101,RC,0.9687462338810108,0.9393868567644423,0.9997845183347754,0.95599603567889,0.9818411302471398,0.9998457577332001,2.23606797749979,25225.0,BraTS25_1
Duke-02060-101,SNFH,0.9735700354257055,0.9485011827665103,0.9996321855380228,0.977031237516977,0.9701332698714897,0.9998396230835656,3.605551275463989,50068.0,BraTS25_1
Duke-02061-100,ET,0.6012861736334405,0.4298850574712644,0.9999656558785504,0.958974358974359,0.4379391100702576,0.9999988920595989,1.7320508075688772,195.0,BraTS25_1
Duke-02061-100,NETC,1.0,1.0,1.0,,,1.0,0.0,,BraTS25_1
Duke-02061-100,RC,0.9407603890362511,0.8881469115191987,0.9998608232175124,0.929636533084809,0.9521536809449946,0.9999162582523402,2.0,8584.0,BraTS25_1
Duke-02061-100,SNFH,0.9205895400995712,0.8528632751849484,0.9995538033898755,0.9682704272086271,0.8773841961852861,0.9999149970012831,1.4142135623730951,19288.0,BraTS25_1
Duke-02061-101,ET,0.8825950930347439,0.789861479516652,0.9999012606508322,0.9907578558225508,0.7957244655581948,0.9999965362754487,1.0,2705.0,BraTS25_1
Duke-02061-101,NETC,1.0,1.0,1.0,,,1.0,0.0,,BraTS25_1
Duke-02061-101,RC,0.922121246980329,0.855496264674493,0.9998124921756336,0.8825277991852912,0.9654341804167168,0.9998520670886152,2.23606797749979,9083.0,BraTS25_1
Duke-02061-101,SNFH,0.9555438887665758,0.9148722272668309,0.999636478553204,0.9745068914297558,0.937304804305934,0.9998973707726979,10.63014581273465,28949.0,BraTS25_1
Duke-02061-102,ET,0.9608871771033933,0.9247188139059305,0.999918432711557,0.9777027027027027,0.9446402924663794,0.9999771258189477,1.7320508075688772,7400.0,BraTS25_1
Duke-02061-102,NETC,0.6511627906976745,0.4827586206896552,0.9999979227345898,1.0,0.4827586206896552,1.0,0.0,14.0,BraTS25_1
Duke-02061-102,RC,0.9510431728981615,0.9066561638440331,0.9998687168260714,0.9345377042525119,0.9681421511933551,0.9999105597834355,2.23606797749979,9853.0,BraTS25_1
Duke-02061-102,SNFH,0.9571256100958612,0.9177765024835256,0.9994245974813573,0.9884694899720795,0.927708433349336,0.9999245576652759,1.0,46919.0,BraTS25_1
Duke-02061-103,ET,0.9539966635564227,0.9120397902362545,0.9997746859451668,0.9800162658301382,0.9293229769184157,0.9999522413190615,1.4142135623730951,17214.0,BraTS25_1
Duke-02061-103,NETC,0.4165029469548134,0.2630272952853598,0.9999588701448768,0.8412698412698413,0.27676240208877284,0.9999972301658757,1.0,126.0,BraTS25_1
Duke-02061-103,RC,0.9312743933480401,0.871387742140362,0.9998317415017687,0.890330953926022,0.976165065812878,0.9998594126749595,5.0,9246.0,BraTS25_1
Duke-02061-103,SNFH,0.9826315747637179,0.9658561740163141,0.9993948233438101,0.9854986965568373,0.9797810872718338,0.9997436173186149,2.23606797749979,125437.0,BraTS25_1
Duke-02062-100,ET,0.8539094650205762,0.7450628366247756,0.9999606704415657,0.9410430839002267,0.7815442561205274,0.9999927977540073,1.0,882.0,BraTS25_1
Duke-02062-100,NETC,1.0,1.0,1.0,,,1.0,0.0,,BraTS25_1
Duke-02062-100,RC,0.8380779691749773,0.7212858926342073,0.999876333465909,0.8465201465201465,0.829802513464991,0.9999419526652386,5.0990195135927845,2730.0,BraTS25_1
Duke-02062-100,SNFH,0.9391290806096825,0.8852434951741348,0.9995669594041405,0.9707432894683891,0.9095090867958676,0.9998989507277076,2.8284271247461903,24849.0,BraTS25_1
Duke-02062-101,ET,0.21754385964912282,0.1220472440944882,0.9999382359751349,0.62,0.13191489361702127,0.9999947372517541,2.8284271247461903,100.0,BraTS25_1
Duke-02062-101,NETC,1.0,1.0,1.0,,,1.0,0.0,,BraTS25_1
Duke-02062-101,RC,0.8784341469166372,0.7832211942809083,0.9998572226241346,0.881031220435194,0.8758523395250412,0.999930301315864,2.0,4228.0,BraTS25_1
Duke-02062-101,SNFH,0.9399451856759932,0.8866948887689292,0.9994477243695915,0.9688926143242992,0.9126772920017546,0.9998605784436185,5.477225575051661,32211.0,BraTS25_1
Duke-02062-102,ET,0.6966292134831461,0.5344827586206896,0.9999551310671383,0.7237354085603113,0.6714801444043321,0.9999803337119786,1.4142135623730951,514.0,BraTS25_1
Duke-02062-102,NETC,1.0,1.0,1.0,,,1.0,0.0,,BraTS25_1
Duke-02062-102,RC,0.8677002583979329,0.7663167503423094,0.9998581920146594,0.8277052008873552,0.9117567200651643,0.9999031500347288,4.242640687119285,4057.0,BraTS25_1
